name,category,state,district,description,lat,lng,image_url,tag,ai_description
Betul Bharewa Metal Craft,Handicraft,Madhya Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Madhya Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",21.902200,77.899400,https://www.mpinfo.org/mpinfonew/NewsImages/Bhopal/Tuesday%2C%20December%209%2C%202025/Inner-Bhopal091225055503.jpeg,GI,"Discover the shimmering beauty of Betul Bharewa Metal Craft, a GI‑registered treasure from the heart of Madhya Pradesh. Each intricately forged piece reflects centuries‑old artistry, proudly recognized in India's GI Registry, and invites you to bring home a slice of authentic Indian heritage."
Gwalior Papier Mache Craft,Handicraft,Madhya Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Madhya Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",26.218300,78.182800,https://upload.wikimedia.org/wikipedia/commons/2/23/Calcutta%2C_Palast_des_Maharadschah_v._Gwalior%2C_RP-F-F25684-G.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,GI,"Discover the vibrant charm of Gwalior Papier Mache Craft, a lovingly hand‑crafted tradition from Madhya Pradesh that has earned Geographical Indication status and official recognition in India’s GI Registry. Each delicate, painted piece showcases the region’s artistic flair, inviting you to take home a unique slice of cultural heritage."
Gwalior Stone Craft,Handicraft,Madhya Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Madhya Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",26.218300,78.182800,https://upload.wikimedia.org/wikipedia/commons/1/15/Gwalior_Fort_front.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the timeless beauty of Gwalior Stone Craft, a traditional handicraft from Madhya Pradesh proudly protected by a Geographical Indication registration. Each piece reflects the skilled hands of local artisans, turning stone into elegant, intricate works of art that capture the region’s rich cultural heritage. Explore this unique craft and take home a genuine slice of Indian tradition."
Solapur Chaddar,Handicraft,Maharashtra,,"Geographical Indication (GI) registered traditional handicraft of Maharashtra, officially recognised under India's GI Registry (ipindia.gov.in).",17.659900,75.906400,https://upload.wikimedia.org/wikipedia/commons/2/2b/Solapur_Municipal_Corporation_building%2C_Indra_Bhuvan_credit_Alka_Kshirsagar.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the vibrant Solapur Chaddar, a beautifully woven masterpiece from Maharashtra that proudly carries a Geographical Indication (GI) tag, celebrating its authentic regional heritage. Each hand‑crafted piece reflects generations of skill, offering visitors a colorful glimpse into the state’s rich textile tradition. Feel the warmth of local artistry as you explore this iconic, officially recognised craft."
Solapur Terry Towel,Handicraft,Maharashtra,,"Geographical Indication (GI) registered traditional handicraft of Maharashtra, officially recognised under India's GI Registry (ipindia.gov.in).",17.659900,75.906400,https://upload.wikimedia.org/wikipedia/commons/6/6d/Frottee-Handtuch.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the soft charm of Solapur Terry Towels, a time‑honored craft from Maharashtra that carries the prestigious Geographical Indication tag. Each hand‑woven towel blends vibrant colors and plush texture, reflecting the skill of local artisans and the region’s rich textile heritage. Bring home a piece of this living tradition and feel the warmth of Solapur’s culture in every stitch."
Puneri Pagadi,Handicraft,Maharashtra,,"Geographical Indication (GI) registered traditional handicraft of Maharashtra, officially recognised under India's GI Registry (ipindia.gov.in).",18.520400,73.856700,https://upload.wikimedia.org/wikipedia/commons/7/7f/Mahadev_Govind_Ranade.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the elegant Puneri Pagadi, a beautifully crafted traditional headwear from Maharashtra that proudly carries a Geographical Indication tag. Recognised by India’s GI Registry, each Pagadi reflects the region’s rich cultural heritage and skilled artistry, making it a perfect keepsake for anyone wanting to bring a touch of authentic Indian tradition home."
Paithani Sarees And Fabrics,Handicraft,Maharashtra,,"Geographical Indication (GI) registered traditional handicraft of Maharashtra, officially recognised under India's GI Registry (ipindia.gov.in).",19.076000,72.877700,https://upload.wikimedia.org/wikipedia/commons/0/03/Paithani_Bridal_Sari_LACMA_M.75.4.23_%282_of_2%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the radiant elegance of Paithani Sarees and Fabrics, a cherished Maharashtrian tradition celebrated with Geographical Indication status. Each piece weaves together centuries‑old artistry and vibrant motifs, inviting you to experience the timeless beauty of India’s cultural heritage. Let the rich colors and intricate designs of Paithani inspire your journey."
Sawantwadi Ganjifa Cards,Handicraft,Maharashtra,,"Geographical Indication (GI) registered traditional handicraft of Maharashtra, officially recognised under India's GI Registry (ipindia.gov.in).",15.900000,73.816700,https://upload.wikimedia.org/wikipedia/commons/a/a4/Ten_Playing_Cards_%28Ganjifa%29_LACMA_M.2001.210.4.1-.10.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the vibrant world of Sawantwadi Ganjifa Cards, a beautifully hand‑painted traditional craft from Maharashtra that proudly carries a Geographical Indication tag. Each card bursts with intricate designs and centuries‑old artistry, inviting you to hold a piece of living heritage in your hands. Feel the cultural spirit of the region come alive with every colorful detail."
Karvath Kati Sarees And Fabrics,Handicraft,Maharashtra,,"Geographical Indication (GI) registered traditional handicraft of Maharashtra, officially recognised under India's GI Registry (ipindia.gov.in).",19.076000,72.877700,https://pbs.twimg.com/media/DiYOHKpUwAEbNL7.jpg,GI,"Discover the vibrant heritage of Maharashtra through the exquisite Karvath Kati Sarees and Fabrics, a traditional handicraft proudly recognized with a Geographical Indication (GI) registration. Each piece reflects the region’s rich artistry and timeless craftsmanship, inviting you to experience the colorful spirit of Indian culture woven into every thread."
Miraj Tanpura,Handicraft,Maharashtra,,"Geographical Indication (GI) registered traditional handicraft of Maharashtra, officially recognised under India's GI Registry (ipindia.gov.in).",16.830000,74.640000,https://upload.wikimedia.org/wikipedia/commons/2/24/Mirajmarketnorth.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the Miraj Tanpura, a beautifully crafted traditional instrument from Maharashtra that proudly carries a Geographical Indication (GI) tag, celebrating its authentic regional heritage. Each piece is hand‑made with meticulous care, reflecting the timeless artistry and cultural spirit of the state, making it a perfect keepsake for any traveler eager to bring home a slice of Indian tradition."
Hupari Silver Craft,Handicraft,Maharashtra,,"Geographical Indication (GI) registered traditional handicraft of Maharashtra, officially recognised under India's GI Registry (ipindia.gov.in).",16.783300,74.450000,https://handicrafts.nic.in/crafts/All_Crafts/Craft_Categories/Metal/Silver_Metal/Hupari_Silver_Craft/Image_Gallery/Hup_I01.png,GI,"Discover the shimmering elegance of Hupari Silver Craft, a GI‑registered treasure from Maharashtra that has been lovingly hand‑crafted for generations. Each delicate piece reflects the region’s rich artistic legacy, making it a perfect souvenir to carry a touch of Indian tradition home."
Miraj Sitar,Handicraft,Maharashtra,,"Geographical Indication (GI) registered traditional handicraft of Maharashtra, officially recognised under India's GI Registry (ipindia.gov.in).",16.830000,74.640000,https://upload.wikimedia.org/wikipedia/commons/2/24/Mirajmarketnorth.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the exquisite Miraj Sitar, a cherished traditional handicraft from Maharashtra that proudly carries a Geographical Indication (GI) registration, marking its unique cultural heritage. Each piece reflects the skilled artistry of local craftsmen, offering visitors a tangible slice of Indian tradition to admire and take home."
Sawantwadi Wooden Craft,Handicraft,Maharashtra,,"Geographical Indication (GI) registered traditional handicraft of Maharashtra, officially recognised under India's GI Registry (ipindia.gov.in).",15.900000,73.816700,https://upload.wikimedia.org/wikipedia/commons/e/ed/A_floral_hand-painted_design_on_traditional_wooden_craft_at_Sawantwadi_Rajwada.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,GI,"Discover the timeless charm of Sawantwadi Wooden Craft, a GI‑registered traditional handicraft from Maharashtra. Each hand‑carved piece reflects generations of skilled artisans, turning simple wood into vibrant, intricate works that bring a slice of Indian heritage into your home. Visit the workshops and feel the warm glow of tradition come alive."
Pen Ganesh Idol,Handicraft,Maharashtra,,"Geographical Indication (GI) registered traditional handicraft of Maharashtra, officially recognised under India's GI Registry (ipindia.gov.in).",18.733300,73.083300,https://upload.wikimedia.org/wikipedia/commons/f/fe/Beth-Ha-Elohim.JPG?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,GI,"Discover the charming Pen Ganesh Idol, a beautifully crafted symbol of devotion that hails from Maharashtra’s rich artistic heritage. This traditional handicraft, proudly registered under India’s Geographical Indication registry, showcases the skill and devotion of local artisans, making each piece a unique treasure for visitors to cherish."
Kavdi Maal of Tuljapur,Handicraft,Maharashtra,,"Geographical Indication (GI) registered traditional handicraft of Maharashtra, officially recognised under India's GI Registry (ipindia.gov.in).",18.009100,76.067200,https://handicrafts.nic.in/crafts/All_Crafts/Craft_Categories/Miscellaneous/Other_Crafts/Kavdi_Maal_of_Tuljapur/Image_Gallery/Kav_I01.png,GI,"Discover the vibrant Kavdi Maal of Tuljapur, a beautifully woven traditional handicraft proudly bearing a Geographical Indication tag from Maharashtra. Each piece reflects the region’s rich cultural heritage and the skilled artistry of local weavers, making it a perfect, authentic souvenir to cherish from your travels."
Shaphee Lanphee,Handicraft,Manipur,,"Geographical Indication (GI) registered traditional handicraft of Manipur, officially recognised under India's GI Registry (ipindia.gov.in).",24.817000,93.936800,https://img.indiahandmade.com/catalog/product/cache/dee0bc41489afb86ae85561eae1bc64e/w/h/whatsapp_image_2025-05-15_at_15.01.01.jpg,GI,"Discover the vibrant artistry of Shaphee Lanphee, a cherished traditional handicraft from Manipur that proudly bears a Geographical Indication (GI) registration. Each intricately woven piece reflects the region’s rich cultural heritage, inviting you to experience the timeless beauty woven into every thread. Feel the spirit of Manipur come alive as you explore this uniquely celebrated craft."
Wangkhei Phee,Handicraft,Manipur,,"Geographical Indication (GI) registered traditional handicraft of Manipur, officially recognised under India's GI Registry (ipindia.gov.in).",24.817000,93.936800,https://upload.wikimedia.org/wikipedia/commons/c/c7/Wangkhei_Phee.png?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the exquisite charm of Wangkhei Phee, a traditional handicraft from Manipur that proudly carries a Geographical Indication (GI) registration, marking it as a uniquely regional treasure. Each piece reflects the skilled artistry and cultural heritage of the area, inviting you to bring a touch of Manipur’s timeless elegance into your own story."
